CustomerID,CustomerName,Gender,Region,CustomerType,CustomerEmail
437,jose gutierrez,Male,North,Retail,jose gutierrez@Gmail.com
438,katie wong,Male,East,Retail,katie wong@Gmail.com
439,kyle crawford,Male,North,Retail,kyle crawford@Gmail.com
440,kelly gomez,Male,West,Wholesale,kelly gomez@Gmail.com
441,adam myers,Male,North,Whole-sale,adam myers@Gmail.com
442,lisa sanchez,Male,West,Retail,lisa sanchez@Gmail.com
443,melissa jackson,Male,East,Wholesale,melissa jackson@Gmail.com
444,jodi powell,Female,North,Retail,jodi powell@Gmail.com
445,brian vazquez,Male,South,Retail,brian vazquez@Gmail.com
446,ashley gibson,Female,East,Retail,ashley gibson@Gmail.com
447,david smith,Male,South,Wholesale,david smith@Gmail.com
448,natalie villanueva,Male,North,Wholesale,natalie villanueva@Gmail.com
449,claudia mitchell,Male,West,Retail,claudia mitchell@Gmail.com
450,rhonda holmes,Male,West,Wholesale,rhonda holmes@Gmail.com
451,john stephens,Male,South,Retail,john stephens@Gmail.com
452,julia sanders,Male,North,Retail,julia sanders@Gmail.com
453,curtis martin,Male,East,Retail,curtis martin@Gmail.com
454,jessica chaney,Female,West,Wholesale,jessica chaney@Gmail.com
455,jennifer johnson,Female,North,Wholesale,jennifer johnson@Gmail.com
456,linda hughes,Male,South,Retail,linda hughes@Gmail.com
457,kevin foley,Male,West,Retail,kevin foley@Gmail.com
458,ashley welch,Female,South,Retail,ashley welch@Gmail.com
459,justin taylor,Male,East,Retail,justin taylor@Gmail.com
460,summer reid,Male,North,Retail,summer reid@Gmail.com
461,jeffery smith,Male,South,Wholesale,jeffery smith@Gmail.com
462,ms. shelly howard dds,Male,South,Retail,ms. shelly howard dds@Gmail.com
463,maria harris,Male,South,Wholesale,maria harris@Gmail.com
464,brianna randall,Female,West,Wholesale,brianna randall@Gmail.com
465,allen williams,Male,East,Whole-sale,allen williams@Gmail.com
466,diane miller,Male,South,Retail,diane miller@Gmail.com
467,bruce lamb,Male,West,Retail,bruce lamb@Gmail.com
468,michael king,Male,South,Retail,michael king@Gmail.com
469,benjamin curtis,Male,West,Retaill,benjamin curtis@Gmail.com
470,tara weiss,Male,West,Retail,tara weiss@Gmail.com
471,william ingram,Male,North,Retail,william ingram@Gmail.com
472,pamela simpson,Male,West,Wholesale,pamela simpson@Gmail.com
473,marcus sandoval,Male,East,Retail,marcus sandoval@Gmail.com
474,stephanie gilbert,Male,West,Wholesale,stephanie gilbert@Gmail.com
475,janet burke,Male,North,Wholesale,janet burke@Gmail.com
476,tammy miller,Male,East,Retail,tammy miller@Gmail.com
477,madison singh,Male,South,Wholesale,madison singh@Gmail.com
478,thomas pratt,Male,East,Retail,thomas pratt@Gmail.com
479,charlotte carter,Male,West,Wholesale,charlotte carter@Gmail.com
480,christopher roman,Male,South,Wholesale,christopher roman@Gmail.com
481,robert gutierrez,Male,South,Wholesale,robert gutierrez@Gmail.com
482,christian martin,Male,North,Retail,christian martin@Gmail.com
483,robert english,Male,North,Wholesale,robert english@Gmail.com
484,tommy gray,Male,East,Wholesale,tommy gray@Gmail.com
485,angela malone,Female,West,Retail,angela malone@Gmail.com
486,sue warner,Male,West,Wholesale,sue warner@Gmail.com
487,michael santiago,Male,North,Retail,michael santiago@Gmail.com
488,jeremy fuller,Male,East,Wholesale,jeremy fuller@Gmail.com
489,rachel henry,Male,West,Wholesale,rachel henry@Gmail.com
490,sean noble,Male,East,Retail,sean noble@Gmail.com
491,robert ibarra,Male,North,Wholesale,robert ibarra@Gmail.com
492,alexander cooper,Male,West,Whole-sale,alexander cooper@Gmail.com
493,victor larson,Male,West,Retail,victor larson@Gmail.com
494,joanna thomas dds,Female,West,Wholesale,joanna thomas dds@Gmail.com
495,jennifer watkins,Female,North,Retail,jennifer watkins@Gmail.com
496,kathleen cowan,Male,North,Wholesale,kathleen cowan@Gmail.com
497,jordan harris,Male,West,Wholesale,jordan harris@Gmail.com
498,donald peterson,Male,East,Wholesale,donald peterson@Gmail.com
499,brian booth,Male,East,Whole-sale,brian booth@Gmail.com
500,kristin evans md,Male,South,Whole sale,kristin evans md@Gmail.com
